Equation,Answer
79 * 15 = ,1185
77 - 22 = ,55
4335 / 85 = ,51
374 / 11 = ,34
40 - 62 = ,-22
80 - 100 = ,-20
93 + 18 = ,111
6525 / 75 = ,87
98 - 86 = ,12
43 - 48 = ,-5
84 + 100 = ,184
52 - 70 = ,-18
44 * 44 = ,1936
56 - 52 = ,4
5487 / 93 = ,59
30 - 26 = ,4
38 + 76 = ,114
49 + 44 = ,93
64 * 90 = ,5760
9 * 87 = ,783
61 - 70 = ,-9
5 - 4 = ,1
51 * 77 = ,3927
1620 / 27 = ,60
96 / 6 = ,16
87 * 30 = ,2610
90 * 12 = ,1080
5 * 77 = ,385
69 - 86 = ,-17
2233 / 77 = ,29
73 + 35 = ,108
70 - 100 = ,-30
10 + 25 = ,35
378 / 14 = ,27
83 * 42 = ,3486
78 * 76 = ,5928
312 / 78 = ,4
49 + 18 = ,67
75 - 29 = ,46
56 + 82 = ,138
88 + 55 = ,143
3726 / 54 = ,69
1680 / 20 = ,84
49 / 1 = ,49
637 / 7 = ,91
97 * 42 = ,4074
97 + 91 = ,188
11 + 12 = ,23
2067 / 39 = ,53
99 + 66 = ,165
4012 / 59 = ,68
72 - 14 = ,58
73 * 50 = ,3650
5 + 26 = ,31
86 * 36 = ,3096
1344 / 64 = ,21
31 - 100 = ,-69
10 + 28 = ,38
59 * 59 = ,3481
88 + 87 = ,175
49 + 96 = ,145
78 * 32 = ,2496
89 * 16 = ,1424
68 - 78 = ,-10
18 - 68 = ,-50
40 + 9 = ,49
19 * 16 = ,304
70 + 47 = ,117
294 / 42 = ,7
3 - 6 = ,-3
27 * 36 = ,972
98 + 59 = ,157
576 / 24 = ,24
43 + 80 = ,123
65 - 1 = ,64
10 * 63 = ,630
85 - 87 = ,-2
7452 / 92 = ,81
2001 / 29 = ,69
85 * 21 = ,1785
3087 / 63 = ,49
732 / 61 = ,12
91 + 3 = ,94
5 * 94 = ,470
38 - 69 = ,-31
40 + 32 = ,72
39 - 26 = ,13
23 * 43 = ,989
19 * 76 = ,1444
98 + 31 = ,129
16 + 98 = ,114
79 * 28 = ,2212
56 - 13 = ,43
89 - 49 = ,40
49 * 7 = ,343
1598 / 34 = ,47
217 / 31 = ,7
46 * 6 = ,276
40 + 15 = ,55
82 * 45 = ,3690
80 + 61 = ,141
64 * 23 = ,1472
44 - 67 = ,-23
88 - 45 = ,43
1 * 53 = ,53
73 + 91 = ,164
66 * 32 = ,2112
2024 / 92 = ,22
1520 / 40 = ,38
58 - 75 = ,-17
49 - 67 = ,-18
27 * 11 = ,297
35 * 88 = ,3080
6 + 52 = ,58
4 + 57 = ,61
86 - 40 = ,46
30 + 65 = ,95
2175 / 87 = ,25
26 * 18 = ,468
12 - 93 = ,-81
1368 / 57 = ,24
2691 / 69 = ,39
23 * 52 = ,1196
1305 / 15 = ,87
76 - 27 = ,49
4576 / 52 = ,88
26 * 30 = ,780
72 / 1 = ,72
32 * 24 = ,768
9215 / 97 = ,95
55 * 72 = ,3960
66 * 42 = ,2772
32 + 21 = ,53
8 + 54 = ,62
93 + 80 = ,173
50 * 24 = ,1200
45 - 55 = ,-10
96 * 21 = ,2016
1160 / 20 = ,58
9 + 85 = ,94
4539 / 51 = ,89
153 / 51 = ,3
71 - 93 = ,-22
6603 / 71 = ,93
73 + 14 = ,87
83 - 23 = ,60
26 + 100 = ,126
14 * 19 = ,266
585 / 65 = ,9
666 / 37 = ,18
97 * 97 = ,9409
32 + 10 = ,42
10 * 30 = ,300
34 - 16 = ,18
38 - 22 = ,16
1320 / 15 = ,88
79 * 74 = ,5846
99 * 30 = ,2970
24 - 7 = ,17
75 * 33 = ,2475
64 * 3 = ,192
76 + 66 = ,142
1479 / 87 = ,17
50 * 55 = ,2750
50 * 3 = ,150
48 * 67 = ,3216
536 / 8 = ,67
1183 / 91 = ,13
3476 / 44 = ,79
31 + 44 = ,75
26 + 60 = ,86
7 * 31 = ,217
19 * 94 = ,1786
67 + 74 = ,141
48 * 21 = ,1008
5600 / 56 = ,100
82 + 37 = ,119
50 * 6 = ,300
28 - 3 = ,25
6 + 48 = ,54
52 - 100 = ,-48
37 * 62 = ,2294
55 - 22 = ,33
21 * 18 = ,378
27 + 44 = ,71
36 + 80 = ,116
23 * 10 = ,230
1300 / 26 = ,50
72 + 64 = ,136
9 + 53 = ,62
45 * 88 = ,3960
3196 / 68 = ,47
15 * 62 = ,930
26 - 29 = ,-3
100 * 28 = ,2800
94 * 24 = ,2256
2580 / 43 = ,60
2890 / 85 = ,34
1890 / 30 = ,63
45 + 64 = ,109
60 * 1 = ,60
52 - 9 = ,43
81 * 17 = ,1377
12 + 90 = ,102
99 * 49 = ,4851
6900 / 100 = ,69
3 + 3 = ,6
13 * 88 = ,1144
93 - 81 = ,12
74 + 8 = ,82
39 - 5 = ,34
23 * 98 = ,2254
69 + 10 = ,79
40 + 1 = ,41
408 / 12 = ,34
100 * 84 = ,8400
23 - 29 = ,-6
59 + 21 = ,80
26 - 66 = ,-40
1445 / 85 = ,17
4292 / 58 = ,74
29 * 49 = ,1421
76 + 71 = ,147
1274 / 13 = ,98
35 + 11 = ,46
96 + 54 = ,150
79 + 54 = ,133
15 - 46 = ,-31
7 * 8 = ,56
221 / 17 = ,13
85 * 67 = ,5695
7968 / 96 = ,83
21 * 95 = ,1995
88 - 9 = ,79
11 * 21 = ,231
58 + 80 = ,138
37 - 1 = ,36
9016 / 92 = ,98
21 * 46 = ,966
86 + 10 = ,96
54 - 67 = ,-13
94 + 92 = ,186
26 + 68 = ,94
86 - 78 = ,8
3825 / 85 = ,45
310 / 10 = ,31
71 + 56 = ,127
87 * 61 = ,5307
45 + 41 = ,86
54 - 60 = ,-6
98 * 30 = ,2940
17 - 90 = ,-73
70 + 99 = ,169
3 + 33 = ,36
90 + 95 = ,185
1183 / 91 = ,13
15 * 2 = ,30
572 / 13 = ,44
66 + 100 = ,166
957 / 33 = ,29
2080 / 32 = ,65
8372 / 91 = ,92
55 * 35 = ,1925
4 + 37 = ,41
14 - 70 = ,-56
99 * 45 = ,4455
65 + 67 = ,132
4 * 83 = ,332
86 - 93 = ,-7
95 - 57 = ,38
1040 / 80 = ,13
8463 / 91 = ,93
19 - 66 = ,-47
79 * 70 = ,5530
62 + 74 = ,136
4 + 75 = ,79
144 / 12 = ,12
405 / 5 = ,81
97 * 91 = ,8827
91 - 80 = ,11
74 + 91 = ,165
29 - 46 = ,-17
1188 / 27 = ,44
58 * 82 = ,4756
44 - 97 = ,-53
46 * 51 = ,2346
2 + 36 = ,38
552 / 12 = ,46
56 - 55 = ,1
71 + 36 = ,107
37 * 25 = ,925
8918 / 98 = ,91
84 - 82 = ,2
57 - 9 = ,48
51 * 9 = ,459
91 + 11 = ,102
190 / 5 = ,38
39 + 11 = ,50
4 - 43 = ,-39
720 / 48 = ,15
75 + 91 = ,166
64 * 59 = ,3776
86 - 74 = ,12
83 + 72 = ,155
90 + 4 = ,94
84 * 29 = ,2436
3780 / 54 = ,70
30 * 28 = ,840
3948 / 94 = ,42
10 * 7 = ,70
4 + 51 = ,55
6603 / 71 = ,93
198 / 3 = ,66
65 * 14 = ,910
2565 / 45 = ,57
91 - 44 = ,47
81 + 53 = ,134
62 + 17 = ,79
18 * 3 = ,54
4959 / 87 = ,57
100 + 76 = ,176
98 * 47 = ,4606
53 + 83 = ,136
6762 / 69 = ,98
51 * 29 = ,1479
73 * 64 = ,4672
4 * 62 = ,248
893 / 47 = ,19
54 * 91 = ,4914
65 + 41 = ,106
68 - 67 = ,1
5141 / 97 = ,53
5644 / 83 = ,68
31 * 28 = ,868
1968 / 82 = ,24
2610 / 45 = ,58
57 + 58 = ,115
5184 / 72 = ,72
30 + 33 = ,63
34 - 37 = ,-3
7 - 89 = ,-82
25 + 34 = ,59
86 * 53 = ,4558
20 + 24 = ,44
38 * 29 = ,1102
82 * 60 = ,4920
34 + 38 = ,72
1140 / 15 = ,76
290 / 29 = ,10
2850 / 38 = ,75
43 - 85 = ,-42
1005 / 67 = ,15
87 - 71 = ,16
83 + 81 = ,164
54 - 75 = ,-21
42 + 17 = ,59
93 * 66 = ,6138
148 / 4 = ,37
51 + 26 = ,77
84 * 29 = ,2436
44 + 73 = ,117
3128 / 92 = ,34
58 - 3 = ,55
485 / 5 = ,97
65 * 82 = ,5330
39 - 98 = ,-59
97 * 97 = ,9409
75 - 17 = ,58
1400 / 28 = ,50
92 - 26 = ,66
1032 / 24 = ,43
6 + 36 = ,42
2700 / 90 = ,30
54 * 31 = ,1674
12 * 91 = ,1092
1749 / 33 = ,53
31 + 44 = ,75
5248 / 64 = ,82
3 + 82 = ,85
32 - 31 = ,1
91 - 59 = ,32
23 + 46 = ,69
57 * 67 = ,3819
3640 / 40 = ,91
16 + 92 = ,108
83 + 18 = ,101
4416 / 48 = ,92
7 * 11 = ,77
55 - 65 = ,-10
35 - 11 = ,24
99 - 19 = ,80
74 * 89 = ,6586
7140 / 85 = ,84
57 * 10 = ,570
75 - 97 = ,-22
1540 / 44 = ,35
67 - 61 = ,6
5183 / 71 = ,73
17 * 1 = ,17
99 - 15 = ,84
52 - 54 = ,-2
29 - 75 = ,-46
52 * 74 = ,3848
35 - 54 = ,-19
53 - 38 = ,15
72 - 84 = ,-12
2146 / 29 = ,74
79 + 65 = ,144
75 - 7 = ,68
54 * 81 = ,4374
29 * 69 = ,2001
380 / 19 = ,20
55 * 72 = ,3960
81 + 3 = ,84
69 * 32 = ,2208
1 + 34 = ,35
529 / 23 = ,23
56 - 75 = ,-19
24 * 34 = ,816
1036 / 28 = ,37
58 / 29 = ,2
73 - 61 = ,12
1 + 45 = ,46
6650 / 70 = ,95
57 * 36 = ,2052
87 + 91 = ,178
67 - 1 = ,66
1156 / 17 = ,68
65 * 71 = ,4615
81 - 90 = ,-9
1700 / 25 = ,68
50 + 58 = ,108
39 + 58 = ,97
5 - 50 = ,-45
10 - 96 = ,-86
73 + 82 = ,155
40 * 68 = ,2720
52 * 15 = ,780
28 - 77 = ,-49
74 + 79 = ,153
546 / 21 = ,26
68 - 83 = ,-15
344 / 8 = ,43
51 + 9 = ,60
25 * 70 = ,1750
61 + 4 = ,65
71 + 49 = ,120
792 / 72 = ,11
61 + 37 = ,98
1728 / 64 = ,27
92 - 82 = ,10
40 - 41 = ,-1
54 * 6 = ,324
13 * 69 = ,897
59 * 12 = ,708
27 + 52 = ,79
28 + 76 = ,104
6 + 35 = ,41
2958 / 87 = ,34
78 + 51 = ,129
950 / 95 = ,10
1078 / 14 = ,77
36 * 23 = ,828
48 * 45 = ,2160
97 * 57 = ,5529
84 - 65 = ,19
4422 / 67 = ,66
4500 / 60 = ,75
2176 / 68 = ,32
50 - 70 = ,-20
100 + 52 = ,152
14 - 30 = ,-16
3354 / 43 = ,78
70 + 68 = ,138
32 * 2 = ,64
24 - 86 = ,-62
42 + 26 = ,68
88 + 81 = ,169
75 - 52 = ,23
26 + 31 = ,57
49 - 92 = ,-43
95 + 30 = ,125
96 * 69 = ,6624
2350 / 50 = ,47
48 * 44 = ,2112
26 * 10 = ,260
840 / 60 = ,14
85 * 64 = ,5440
2028 / 26 = ,78
78 - 4 = ,74
3159 / 39 = ,81
77 - 33 = ,44
6 * 69 = ,414
95 + 13 = ,108
5002 / 61 = ,82
5 + 72 = ,77
600 / 40 = ,15
640 / 64 = ,10
48 - 57 = ,-9
1296 / 48 = ,27
52 * 23 = ,1196
24 + 56 = ,80
88 + 96 = ,184
348 / 12 = ,29
24 - 32 = ,-8
95 - 51 = ,44
39 + 36 = ,75
67 - 56 = ,11
15 + 10 = ,25
27 * 49 = ,1323
22 * 5 = ,110
47 - 64 = ,-17
23 - 66 = ,-43
154 / 77 = ,2
75 + 40 = ,115
31 * 75 = ,2325
639 / 71 = ,9
51 * 50 = ,2550
65 + 79 = ,144
30 + 64 = ,94
47 - 66 = ,-19
82 * 85 = ,6970
41 + 65 = ,106
12 / 6 = ,2
94 + 13 = ,107
868 / 62 = ,14
77 + 38 = ,115
930 / 15 = ,62
54 - 34 = ,20
152 / 2 = ,76
25 - 17 = ,8
51 * 26 = ,1326
5888 / 64 = ,92
38 * 62 = ,2356
62 + 83 = ,145
3145 / 37 = ,85
11 * 8 = ,88
27 + 34 = ,61
33 * 83 = ,2739
2 + 75 = ,77
43 + 31 = ,74
27 * 25 = ,675
4998 / 98 = ,51
55 + 82 = ,137
85 - 12 = ,73
68 - 52 = ,16
66 - 32 = ,34
94 + 21 = ,115
6 + 93 = ,99
2046 / 33 = ,62
1394 / 17 = ,82
61 + 80 = ,141
900 / 75 = ,12
16 * 55 = ,880
52 - 69 = ,-17
3120 / 39 = ,80
2 * 17 = ,34
55 * 9 = ,495
50 - 91 = ,-41
1998 / 74 = ,27
2425 / 25 = ,97
98 - 98 = ,0
100 - 28 = ,72
55 * 22 = ,1210
37 * 58 = ,2146
24 + 28 = ,52
368 / 23 = ,16
3 - 76 = ,-73
220 / 4 = ,55
87 * 10 = ,870
5796 / 84 = ,69
76 * 8 = ,608
69 - 95 = ,-26
43 * 1 = ,43
4 + 46 = ,50
960 / 30 = ,32
50 + 57 = ,107
70 * 88 = ,6160
12 * 41 = ,492
83 + 85 = ,168
78 * 27 = ,2106
66 + 6 = ,72
4770 / 90 = ,53
4 - 19 = ,-15
42 + 64 = ,106
760 / 10 = ,76
50 - 56 = ,-6
332 / 4 = ,83
100 * 82 = ,8200
23 + 44 = ,67
48 - 73 = ,-25
38 + 65 = ,103
65 * 25 = ,1625
1848 / 66 = ,28
1035 / 69 = ,15
27 + 100 = ,127
3430 / 35 = ,98
3298 / 34 = ,97
77 + 78 = ,155
20 * 16 = ,320
6745 / 95 = ,71
87 - 71 = ,16
96 * 96 = ,9216
61 + 95 = ,156
9 * 63 = ,567
9 * 59 = ,531
31 + 13 = ,44
36 - 37 = ,-1
96 * 74 = ,7104
67 * 9 = ,603
8 + 9 = ,17
53 - 68 = ,-15
14 - 30 = ,-16
450 / 90 = ,5
1950 / 25 = ,78
57 * 64 = ,3648
3483 / 43 = ,81
6 + 86 = ,92
20 - 100 = ,-80
5005 / 55 = ,91
3264 / 96 = ,34
1798 / 31 = ,58
35 + 74 = ,109
17 + 44 = ,61
37 + 70 = ,107
89 * 63 = ,5607
78 * 35 = ,2730
2635 / 85 = ,31
43 - 40 = ,3
34 * 58 = ,1972
448 / 7 = ,64
47 * 71 = ,3337
100 + 98 = ,198
5 + 86 = ,91
31 + 35 = ,66
7221 / 83 = ,87
465 / 93 = ,5
175 / 5 = ,35
79 + 33 = ,112
100 + 20 = ,120
66 - 98 = ,-32
1364 / 22 = ,62
16 * 44 = ,704
79 * 6 = ,474
92 - 13 = ,79
44 * 41 = ,1804
93 + 32 = ,125
66 + 47 = ,113
52 - 70 = ,-18
68 - 73 = ,-5
47 + 50 = ,97
54 - 77 = ,-23
48 - 68 = ,-20
83 - 7 = ,76
50 - 61 = ,-11
48 + 27 = ,75
34 * 100 = ,3400
612 / 36 = ,17
40 - 63 = ,-23
5244 / 92 = ,57
30 - 87 = ,-57
4 + 88 = ,92
70 - 59 = ,11
19 + 11 = ,30
43 + 2 = ,45
53 * 54 = ,2862
70 * 61 = ,4270
62 * 19 = ,1178
31 + 67 = ,98
17 * 89 = ,1513
14 * 6 = ,84
86 + 42 = ,128
20 * 12 = ,240
21 + 67 = ,88
80 + 62 = ,142
74 + 87 = ,161
98 - 65 = ,33
6298 / 94 = ,67
1850 / 37 = ,50
61 + 45 = ,106
280 / 70 = ,4
24 - 35 = ,-11
45 * 67 = ,3015
31 - 11 = ,20
81 - 82 = ,-1
988 / 52 = ,19
30 * 76 = ,2280
76 + 31 = ,107
73 * 23 = ,1679
42 - 76 = ,-34
97 * 58 = ,5626
89 - 78 = ,11
35 * 16 = ,560
2352 / 49 = ,48
30 + 68 = ,98
75 + 94 = ,169
38 + 26 = ,64
60 * 76 = ,4560
1672 / 44 = ,38
68 * 71 = ,4828
178 / 2 = ,89
94 + 11 = ,105
32 + 56 = ,88
96 - 53 = ,43
62 - 21 = ,41
34 - 6 = ,28
74 - 57 = ,17
7252 / 74 = ,98
15 + 93 = ,108
99 - 95 = ,4
1580 / 20 = ,79
5 * 39 = ,195
4930 / 58 = ,85
9 + 65 = ,74
2464 / 28 = ,88
74 - 86 = ,-12
4 + 82 = ,86
65 / 13 = ,5
420 / 20 = ,21
66 * 44 = ,2904
86 + 68 = ,154
82 + 4 = ,86
74 * 26 = ,1924
45 * 99 = ,4455
39 + 69 = ,108
14 - 14 = ,0
1221 / 33 = ,37
71 + 85 = ,156
2 + 33 = ,35
18 + 10 = ,28
56 + 73 = ,129
27 - 93 = ,-66
6536 / 86 = ,76
37 * 31 = ,1147
5330 / 65 = ,82
70 / 2 = ,35
26 - 7 = ,19
87 * 27 = ,2349
89 - 8 = ,81
2278 / 67 = ,34
69 * 27 = ,1863
420 / 70 = ,6
28 / 14 = ,2
98 - 67 = ,31
234 / 3 = ,78
39 + 28 = ,67
55 * 45 = ,2475
26 * 88 = ,2288
26 - 98 = ,-72
57 - 72 = ,-15
26 - 53 = ,-27
58 + 39 = ,97
78 - 17 = ,61
99 * 5 = ,495
4277 / 47 = ,91
1530 / 18 = ,85
97 - 34 = ,63
2139 / 23 = ,93
3864 / 56 = ,69
39 - 33 = ,6
8 * 80 = ,640
1660 / 20 = ,83
73 - 59 = ,14
52 + 90 = ,142
14 * 95 = ,1330
64 * 42 = ,2688
1 * 85 = ,85
88 * 23 = ,2024
65 * 18 = ,1170
86 * 19 = ,1634
26 / 13 = ,2
52 * 31 = ,1612
68 - 24 = ,44
3185 / 65 = ,49
60 - 38 = ,22
3060 / 85 = ,36
54 + 73 = ,127
37 - 65 = ,-28
87 - 48 = ,39
81 - 68 = ,13
52 * 9 = ,468
53 - 65 = ,-12
52 + 49 = ,101
78 * 45 = ,3510
65 - 86 = ,-21
1660 / 20 = ,83
81 * 84 = ,6804
50 * 92 = ,4600
15 + 29 = ,44
55 + 36 = ,91
77 * 83 = ,6391
62 * 79 = ,4898
50 - 54 = ,-4
64 * 63 = ,4032
56 * 100 = ,5600
75 * 4 = ,300
2075 / 83 = ,25
53 * 62 = ,3286
60 + 76 = ,136
58 * 1 = ,58
37 * 8 = ,296
20 - 83 = ,-63
15 + 39 = ,54
52 * 19 = ,988
14 + 15 = ,29
18 * 27 = ,486
4650 / 50 = ,93
16 * 26 = ,416
68 + 19 = ,87
59 * 89 = ,5251
39 + 95 = ,134
1 + 29 = ,30
29 * 82 = ,2378
2800 / 70 = ,40
4802 / 49 = ,98
28 + 70 = ,98
22 - 57 = ,-35
43 - 40 = ,3
49 * 67 = ,3283
59 * 75 = ,4425
30 - 13 = ,17
6 * 26 = ,156
1846 / 71 = ,26
33 - 84 = ,-51
10 - 57 = ,-47
6 - 59 = ,-53
6480 / 90 = ,72
93 - 18 = ,75
48 - 26 = ,22
79 * 40 = ,3160
2442 / 74 = ,33
54 - 6 = ,48
70 * 43 = ,3010
3 - 20 = ,-17
37 + 6 = ,43
3050 / 61 = ,50
693 / 63 = ,11
81 + 49 = ,130
46 - 74 = ,-28
222 / 3 = ,74
62 + 23 = ,85
108 / 12 = ,9
64 * 59 = ,3776
100 - 56 = ,44
38 - 81 = ,-43
14 + 82 = ,96
12 + 6 = ,18
10 * 47 = ,470
5 * 25 = ,125
8 * 45 = ,360
35 - 89 = ,-54
81 - 33 = ,48
3072 / 64 = ,48
14 + 72 = ,86
24 - 65 = ,-41
83 + 66 = ,149
960 / 10 = ,96
37 + 47 = ,84
38 + 55 = ,93
984 / 41 = ,24
8930 / 94 = ,95
11 + 40 = ,51
2001 / 69 = ,29
84 - 98 = ,-14
6230 / 89 = ,70
3 + 92 = ,95
6545 / 85 = ,77
5 - 61 = ,-56
871 / 13 = ,67
48 + 43 = ,91
61 / 61 = ,1
59 + 79 = ,138
17 * 22 = ,374
105 / 21 = ,5
82 + 9 = ,91
92 - 66 = ,26
39 * 88 = ,3432
6 * 18 = ,108
7980 / 95 = ,84
70 - 70 = ,0
280 / 8 = ,35
62 * 74 = ,4588
4087 / 67 = ,61
918 / 54 = ,17
86 * 42 = ,3612
79 + 91 = ,170
25 * 63 = ,1575
48 * 90 = ,4320
37 - 72 = ,-35
70 + 75 = ,145
99 - 57 = ,42
37 - 9 = ,28
15 - 7 = ,8
65 - 53 = ,12
67 + 24 = ,91
1188 / 36 = ,33
95 + 85 = ,180
80 * 23 = ,1840
15 - 17 = ,-2
9 + 61 = ,70
45 - 29 = ,16
1224 / 18 = ,68
1044 / 36 = ,29
21 - 85 = ,-64
21 * 63 = ,1323
56 * 73 = ,4088
7 + 66 = ,73
97 * 79 = ,7663
6603 / 93 = ,71
2924 / 68 = ,43
80 + 7 = ,87
23 + 86 = ,109
76 - 49 = ,27
7104 / 96 = ,74
3 * 33 = ,99
4 - 93 = ,-89
90 - 35 = ,55
71 + 74 = ,145
65 * 35 = ,2275
59 * 47 = ,2773
2058 / 42 = ,49
92 - 86 = ,6
91 - 75 = ,16
46 + 4 = ,50
14 - 81 = ,-67
99 * 82 = ,8118
10 * 85 = ,850
20 + 76 = ,96
62 - 60 = ,2
945 / 27 = ,35
37 + 82 = ,119
1224 / 24 = ,51
3840 / 60 = ,64
2046 / 93 = ,22
48 * 34 = ,1632
51 * 12 = ,612
25 - 99 = ,-74
68 - 54 = ,14
2816 / 88 = ,32
91 + 38 = ,129
4366 / 74 = ,59
75 * 45 = ,3375
65 * 35 = ,2275
82 + 22 = ,104
93 * 45 = ,4185
89 * 29 = ,2581
37 - 42 = ,-5
26 - 43 = ,-17
33 + 15 = ,48
75 * 73 = ,5475
36 / 2 = ,18
94 + 2 = ,96
29 * 98 = ,2842
45 * 65 = ,2925
2520 / 60 = ,42
77 * 22 = ,1694
4290 / 55 = ,78
59 * 87 = ,5133
82 * 17 = ,1394
30 / 15 = ,2
96 + 19 = ,115
11 + 66 = ,77
16 * 33 = ,528
78 + 89 = ,167
77 * 2 = ,154
10 * 42 = ,420
19 * 61 = ,1159
46 - 78 = ,-32
15 - 80 = ,-65
63 + 74 = ,137
97 * 85 = ,8245
60 - 7 = ,53
52 - 19 = ,33
44 - 90 = ,-46
1175 / 47 = ,25
51 + 26 = ,77
41 * 95 = ,3895
93 * 64 = ,5952
89 - 16 = ,73
864 / 12 = ,72
95 - 1 = ,94
3111 / 61 = ,51
75 + 74 = ,149
87 - 44 = ,43
34 - 49 = ,-15
2415 / 69 = ,35
80 + 62 = ,142
6570 / 73 = ,90
63 * 26 = ,1638
95 * 38 = ,3610
38 - 27 = ,11
77 * 66 = ,5082
1054 / 31 = ,34
273 / 39 = ,7
84 * 13 = ,1092
8930 / 95 = ,94
1155 / 21 = ,55
53 + 57 = ,110
30 - 78 = ,-48
22 + 51 = ,73
85 - 7 = ,78
15 + 80 = ,95
37 + 11 = ,48
67 * 37 = ,2479
8232 / 84 = ,98
5 * 82 = ,410
89 + 58 = ,147
39 * 3 = ,117
12 * 53 = ,636
2139 / 69 = ,31
67 + 87 = ,154
51 + 64 = ,115
95 - 4 = ,91
29 + 71 = ,100
693 / 11 = ,63
9 - 5 = ,4
19 + 83 = ,102
96 * 37 = ,3552
50 - 35 = ,15
104 / 4 = ,26
870 / 10 = ,87
80 * 48 = ,3840
42 + 38 = ,80
3360 / 80 = ,42
86 + 68 = ,154
8 - 57 = ,-49
5518 / 89 = ,62
86 * 85 = ,7310
32 + 39 = ,71
9 - 35 = ,-26
60 + 34 = ,94
96 * 73 = ,7008
75 + 82 = ,157
82 + 81 = ,163
98 - 11 = ,87
61 * 25 = ,1525
3880 / 97 = ,40
1872 / 39 = ,48
76 - 43 = ,33
3417 / 51 = ,67
52 - 93 = ,-41
35 * 47 = ,1645
4590 / 51 = ,90
9 - 96 = ,-87
19 - 67 = ,-48
3024 / 48 = ,63
735 / 21 = ,35
5 - 100 = ,-95
84 * 85 = ,7140
82 - 38 = ,44
975 / 13 = ,75
2912 / 56 = ,52
3569 / 43 = ,83
6525 / 75 = ,87
17 - 12 = ,5
32 * 23 = ,736
95 + 22 = ,117
17 * 71 = ,1207
34 + 27 = ,61
41 * 59 = ,2419
21 - 70 = ,-49
3 * 93 = ,279
2480 / 62 = ,40
96 * 88 = ,8448
38 + 11 = ,49
7 * 55 = ,385
6204 / 66 = ,94
66 - 62 = ,4
5456 / 62 = ,88
35 - 73 = ,-38
928 / 58 = ,16
51 - 73 = ,-22
26 * 66 = ,1716
5518 / 89 = ,62
1 + 17 = ,18
54 + 33 = ,87
14 + 33 = ,47
1836 / 34 = ,54
22 + 32 = ,54
6230 / 89 = ,70
47 - 3 = ,44
680 / 34 = ,20
1008 / 48 = ,21
57 + 29 = ,86
39 + 28 = ,67
44 - 98 = ,-54
30 * 68 = ,2040
270 / 18 = ,15
70 * 57 = ,3990
494 / 26 = ,19
1387 / 73 = ,19
297 / 27 = ,11
60 - 18 = ,42
82 + 69 = ,151
2418 / 31 = ,78
30 * 37 = ,1110
360 / 8 = ,45
100 - 35 = ,65
1170 / 13 = ,90
28 * 61 = ,1708
12 * 16 = ,192
48 + 17 = ,65
49 + 26 = ,75
3060 / 34 = ,90
29 * 59 = ,1711
7252 / 74 = ,98
12 - 68 = ,-56
27 * 71 = ,1917
41 - 59 = ,-18
74 - 46 = ,28
74 + 87 = ,161
75 * 10 = ,750
21 - 73 = ,-52
34 - 9 = ,25
20 - 77 = ,-57
5220 / 90 = ,58
32 - 48 = ,-16
96 * 66 = ,6336
1680 / 70 = ,24
90 - 71 = ,19
31 * 31 = ,961
17 * 69 = ,1173
5476 / 74 = ,74
1152 / 24 = ,48
42 + 92 = ,134
4720 / 59 = ,80
37 - 93 = ,-56
1247 / 29 = ,43
29 * 10 = ,290
72 * 44 = ,3168
5680 / 80 = ,71
484 / 44 = ,11
74 * 4 = ,296
23 - 85 = ,-62
6 - 47 = ,-41
40 + 34 = ,74
100 - 24 = ,76
67 + 42 = ,109
6399 / 81 = ,79
73 - 70 = ,3
594 / 18 = ,33
79 - 72 = ,7
24 * 7 = ,168
2482 / 73 = ,34
78 - 83 = ,-5
6132 / 84 = ,73
4 - 49 = ,-45
16 * 70 = ,1120
91 + 56 = ,147
7482 / 87 = ,86
45 * 66 = ,2970
2176 / 32 = ,68
7546 / 77 = ,98
3916 / 89 = ,44
22 * 4 = ,88
5 + 12 = ,17
41 * 9 = ,369
43 * 40 = ,1720
30 - 73 = ,-43
50 - 95 = ,-45
31 - 57 = ,-26
26 - 98 = ,-72
4 + 44 = ,48
97 + 37 = ,134
31 * 81 = ,2511
42 + 73 = ,115
8118 / 82 = ,99
1080 / 45 = ,24
56 * 51 = ,2856
3825 / 45 = ,85
34 * 70 = ,2380
25 - 11 = ,14
12 + 56 = ,68
236 / 4 = ,59
13 - 15 = ,-2
11 + 88 = ,99
7735 / 91 = ,85
17 - 92 = ,-75
4350 / 50 = ,87
95 * 88 = ,8360
62 * 44 = ,2728
78 - 93 = ,-15
98 - 2 = ,96
19 + 36 = ,55
95 + 5 = ,100
45 - 83 = ,-38
5642 / 91 = ,62
70 - 100 = ,-30
85 - 21 = ,64
27 + 56 = ,83
25 - 96 = ,-71
42 * 73 = ,3066
4 * 23 = ,92
75 - 99 = ,-24
8360 / 95 = ,88
74 + 58 = ,132
100 - 94 = ,6
1836 / 27 = ,68
69 - 7 = ,62
32 - 3 = ,29
476 / 7 = ,68
3315 / 51 = ,65
4559 / 97 = ,47
93 + 40 = ,133
20 + 98 = ,118
12 + 13 = ,25
79 + 94 = ,173
76 * 48 = ,3648
40 - 51 = ,-11
27 - 93 = ,-66
87 + 16 = ,103
76 * 75 = ,5700
26 + 36 = ,62
1924 / 74 = ,26
1258 / 17 = ,74
58 * 18 = ,1044
4575 / 61 = ,75
9 - 92 = ,-83
70 + 40 = ,110
